,Brand,Type,Coe_left(yrs),Dep($),Mileage(mile),Road Tax($),Dereg Value($),COE($),Engine Cap(cc),Curb Weight(kg),Manufactured(yrs),Transmission,OMV($),ARF($),Power,No. of Owners,Price($)
1871,Lexus,Luxury Sedan,9,16740,8241,1784,65262,30890,2487,1620,1,1,40319,48447,152,1,180988
1872,Mazda,MPV,4,11440,91000,1210,40858,61103,1998,1664,6,1,19387,19387,111,2,60800
1873,Volkswagen,Sports Car,9,9650,168000,1313,32571,34935,1984,1339,11,1,33242,33242,155,6,90000
1874,Mercedes-Benz,Hatchback,7,15880,11088,586,54440,32200,1332,1375,3,1,33331,38664,120,1,144800
1875,Toyota,MPV,4,12720,168000,974,39221,65501,1797,1350,6,1,16499,16499,105,2,62000
1876,Honda,Sports Car,6,10350,220000,1694,31449,50972,1998,1390,14,0,25408,27949,162,6,63888
1877,Mercedes-Benz,Luxury Sedan,7,8140,162000,965,19905,25727,1597,1500,13,1,35986,35986,115,2,63000
1878,Subaru,Luxury Sedan,5,10740,71000,1798,47361,56206,2498,1604,5,1,21591,22228,129,1,69777
1879,Hyundai,Mid-Sized Sedan,6,4900,170000,876,26717,39274,1399,1263,14,0,9268,9268,69,2,33300
1880,Honda,Stationwagon,8,9540,9400,682,29531,26999,1496,1130,2,1,20010,10014,97,1,82804
1881,Mercedes-Benz,Luxury Sedan,8,16980,8883,684,72042,37109,1497,1530,2,1,43680,53152,145,1,173800
1882,Nissan,Mid-Sized Sedan,7,5840,130000,889,20720,27571,1498,1110,13,1,16017,16017,80,3,43888
1883,Mitsubishi,SUV,5,11300,59118,1636,49665,56500,2360,1530,5,1,24148,25808,123,1,73500
1884,Mercedes-Benz,Hatchback,6,16500,60500,1202,57243,54405,1991,1455,4,1,28944,32522,160,2,115888
1885,BMW,Sports Car,7,8310,133000,1570,23730,31553,1995,1460,13,1,44721,44721,115,6,62500
1886,Volvo,Luxury Sedan,3,12100,118000,1176,39186,70890,1969,1557,7,1,27981,21174,180,1,53999
1887,Toyota,Mid-Sized Sedan,6,6520,220818,965,26688,38655,1598,1195,13,1,16084,16084,80,4,45000
1888,Honda,SUV,6,10530,70000,682,34946,38000,1496,1190,4,1,21480,12072,96,1,77800
1889,Porsche,SUV,5,27610,64000,1194,96508,57903,1984,1845,5,1,63823,86882,185,2,192888
1890,Mercedes-Benz,Luxury Sedan,5,18680,77000,1202,63000,56500,1991,1465,5,1,40493,43691,135,3,121800
1891,Honda,Mid-Sized Sedan,2,9290,147000,1573,8522,15967,1998,1312,13,1,22248,22248,114,5,24800
1892,Honda,MPV,0,11020,190000,1369,4111,25174,1799,1350,14,1,16732,18406,103,2,9000
1893,MINI,Sports Car,7,14990,11000,1210,57098,31001,1998,1390,3,1,37307,44230,141,2,137800
1894,BMW,Luxury Sedan,3,14170,78000,742,42883,76612,1598,1405,7,1,27620,20668,100,1,64800
1895,Honda,Hatchback,2,8540,140000,767,7496,16170,1339,1010,13,1,12490,12490,73,6,19800
1896,Mercedes-Benz,SUV,9,19590,16666,1202,71283,32801,1991,1730,1,1,45196,55275,145,1,205800
1897,Mercedes-Benz,Luxury Sedan,7,19400,14807,1202,81130,32302,1991,1605,3,1,57519,75535,135,1,184800
1898,Mercedes-Benz,Luxury Sedan,5,8020,280000,1364,29298,50347,1796,1540,15,1,52568,57825,135,6,46688
1899,Toyota,Mid-Sized Sedan,7,5670,132000,821,20689,26175,1497,1095,12,1,12468,10191,80,2,44800
1900,Toyota,Mid-Sized Sedan,7,5940,136000,887,24631,34197,1496,1130,13,1,12173,12173,81,2,42800
1901,Toyota,Luxury Sedan,4,11230,110000,1210,46996,49602,1998,1480,5,1,28695,32173,123,1,71500
1902,Hyundai,Hatchback,2,6410,154000,575,7830,18583,1086,1122,13,0,7589,7589,48,5,13500
1903,BMW,Luxury Sedan,4,14200,117500,684,45156,54920,1499,1425,6,1,29446,28225,100,1,79800
1904,Mercedes-Benz,SUV,9,18560,68,586,90557,62100,1332,1555,1,1,45364,55510,120,1,211988
1905,Mercedes-Benz,Luxury Sedan,5,15060,68223,740,46024,50000,1595,1430,5,1,27886,26041,90,1,92800
1906,Honda,SUV,9,9540,68,682,48038,41996,1496,1190,2,1,23037,9252,96,1,97988
1907,Toyota,MPV,3,8980,147000,1438,13927,19657,1987,1380,12,1,22003,22003,106,4,31800
1908,Mercedes-Benz,Luxury Sedan,9,17230,7409,684,73647,32889,1497,1635,1,1,46968,57756,115,1,187800
1909,Honda,Hatchback,9,8230,68,578,52900,49640,1317,1070,1,1,16767,5000,72,1,83988
1910,Volkswagen,Mid-Sized Sedan,2,11620,100600,620,20948,64301,1390,1417,8,1,21479,12071,90,1,30800
1911,Mercedes-Benz,Luxury Sedan,2,15340,118500,740,38088,83751,1595,1485,8,1,29525,28335,115,1,52800
1912,Toyota,Mid-Sized Sedan,7,8350,23000,682,31776,28457,1496,1085,3,1,13781,13781,79,1,69800
1913,Lexus,SUV,5,17920,33288,1210,65694,57508,1998,1700,5,1,39620,47468,175,1,117500
1914,MINI,Sports Car,3,14590,74000,742,50042,75200,1598,1335,7,1,30498,34698,135,4,70800
1915,Mercedes-Benz,Luxury Sedan,9,7360,121800,1071,30450,33568,1796,1495,11,1,38917,38917,115,2,66800
1916,Mazda,Mid-Sized Sedan,3,11080,108000,682,28545,64700,1496,1321,6,1,14797,5000,88,1,45800
1917,Toyota,SUV,4,14990,132340,1196,43513,75000,1986,1610,7,1,26436,19011,111,2,69888
1918,BMW,SUV,7,13040,14500,684,53639,31101,1499,1430,3,1,34636,40491,103,1,117800
1919,Mazda,Luxury Sedan,8,10570,14436,1210,45863,34000,1998,1515,3,1,23133,24387,121,1,97888
1920,Toyota,SUV,7,24570,39000,4902,103577,48000,4608,2530,2,1,64166,87499,234,1,238018
1921,Mercedes-Benz,Hatchback,5,11680,74000,740,45264,50000,1595,1425,5,1,26380,23932,90,2,75800
1922,Toyota,MPV,5,10600,47135,974,47395,54000,1797,1350,4,1,20558,20782,105,2,72800
1923,Kia,Mid-Sized Sedan,4,7670,67512,238,22581,26000,1591,1295,5,1,14593,14593,95,2,43800
1924,Mercedes-Benz,Stationwagon,4,14770,72886,740,50331,59200,1595,1460,6,1,32492,32489,90,1,85100
1925,Mercedes-Benz,Sports Car,0,41830,86800,974,31596,77000,1796,1685,10,1,55429,55429,135,3,48800
1926,Mazda,MPV,6,10260,34000,1210,42632,45289,1998,1532,4,1,16922,16922,111,1,76300
1927,Toyota,MPV,7,9580,34660,682,34783,26301,1496,1350,2,1,19217,19217,79,1,83800
1928,Lexus,SUV,5,19000,48000,1210,78279,54000,1998,1890,5,1,50208,62375,175,1,141999
1929,Mercedes-Benz,Luxury Sedan,4,35020,73000,4988,173720,62101,4663,2015,7,1,131553,208796,335,1,259818
1930,McLaren,Sports Car,9,47290,43000,3634,35954,38216,3798,1549,8,1,288734,288734,460,5,444888
1931,Audi,Luxury Sedan,4,12290,65000,624,35846,47889,1395,1310,5,1,25095,17133,92,1,69800
1932,Hyundai,Mid-Sized Sedan,7,7800,64073,608,33217,38510,1368,1115,3,1,8291,8291,73,1,58800
1933,Volkswagen,MPV,4,14270,102000,1194,56964,57501,1984,1790,6,1,37799,44919,147,2,85800
1934,Mercedes-Benz,Luxury Sedan,5,17950,51000,1202,62762,48209,1991,1465,5,1,42894,47052,135,1,125800
1935,Honda,SUV,5,10500,48888,682,43983,53334,1496,1190,5,1,23634,20088,96,1,66988
1936,Toyota,Mid-Sized Sedan,7,8800,30800,682,31082,26301,1496,1085,2,1,13936,13936,79,1,75988
1937,Honda,MPV,3,13290,103020,1630,50255,76612,2356,1855,6,1,27771,30880,129,1,67800
1938,Toyota,Mid-Sized Sedan,1,12560,140880,742,20465,62999,1598,1195,8,1,15084,15084,90,3,31800
1939,BMW,Luxury Sedan,8,18710,22573,1210,90664,38602,1998,1540,2,1,59220,78596,135,1,192999
1940,Honda,SUV,5,9660,71219,682,39086,47889,1496,1190,5,1,22731,18824,96,2,59800
1941,Lexus,SUV,8,13420,25500,1198,65378,41361,1987,1485,2,1,35009,41013,127,1,132800
1942,Mercedes-Benz,Luxury Sedan,7,15740,34800,740,66121,43102,1595,1490,3,1,35914,42280,115,1,146800
1943,Peugeot,Hatchback,4,10520,71000,508,32578,59200,1199,1150,6,1,18216,8216,96,1,51800
1944,Honda,Mid-Sized Sedan,7,10050,42000,742,36724,28457,1597,1249,3,1,20612,20857,92,1,84888
1945,Subaru,Sports Car,5,15790,65393,1210,52000,53001,1998,1597,5,1,26777,29488,197,2,103800
1946,Mitsubishi,Mid-Sized Sedan,3,9350,68965,738,31532,62002,1590,1289,6,1,11584,11584,86,1,42000
1947,Honda,MPV,1,8120,177000,1369,6636,25178,1799,1370,14,1,17267,18994,103,3,10700
1948,BMW,Luxury Sedan,2,17870,45000,1210,52929,77501,1997,1615,8,1,49184,55858,135,1,73800
1949,Suzuki,SUV,4,9640,73514,736,30863,43000,1586,1240,6,1,19386,14386,88,1,53800
1950,Subaru,SUV,7,10950,64400,1208,33526,32551,1995,1591,3,1,13642,13642,110,1,85200
1951,Audi,Luxury Sedan,6,11750,34600,392,47082,40000,999,1280,4,1,24702,26583,85,1,92999
1952,Nissan,SUV,4,10310,76000,508,36439,59200,1197,1285,6,1,18454,13454,85,2,53800
1953,BMW,Sports Car,3,20600,57000,1210,59905,68668,1997,1470,7,1,46689,52365,180,2,103800
1954,Toyota,Mid-Sized Sedan,2,7260,150000,965,6915,12864,1598,1195,13,1,16084,16084,80,3,19500
1955,Porsche,SUV,5,27700,75000,1194,96441,56206,1984,1845,5,1,63598,86477,185,2,198888
1956,BMW,Luxury Sedan,6,7190,262800,1691,30685,44998,1995,1390,14,1,42493,42493,115,1,49000
1957,Mercedes-Benz,Luxury Sedan,4,15900,73526,1202,66227,71889,1991,1655,6,1,47421,53390,135,1,90500
1958,Subaru,SUV,7,11020,48000,1208,34105,33900,1995,1591,3,1,13462,13462,110,1,84800
1959,Mercedes-Benz,Sports Car,9,10830,102000,1071,30377,33568,1796,1685,11,1,58555,58555,135,3,98000
1960,Honda,SUV,5,9790,90000,682,43308,50991,1496,1190,5,1,23988,20584,96,1,63800
1961,Honda,MPV,0,9910,107000,1467,4617,26004,1799,1350,15,1,18536,20390,103,3,8800
1962,Mercedes-Benz,Luxury Sedan,7,17980,39000,1202,80433,34509,1991,1605,3,1,55386,71695,135,1,174800
1963,Honda,MPV,6,7230,130000,1369,30389,44998,1799,1370,14,1,20815,22897,103,2,48800
1964,Mazda,Mid-Sized Sedan,5,9630,21000,682,37497,50000,1496,1321,5,1,19544,14544,88,1,58500
1965,Mercedes-Benz,Sports Car,7,24570,11487,1202,81592,41000,1991,1585,3,1,53207,67773,280,1,225800
1966,Toyota,Mid-Sized Sedan,9,9790,5339,742,55738,40714,1598,1315,2,1,21754,22456,96,1,104800
1967,Honda,Hatchback,2,8640,118000,767,7516,13088,1339,1110,13,1,13022,13022,73,2,24800
1968,Mazda,Mid-Sized Sedan,5,9720,19800,682,38982,49430,1496,1321,5,1,19202,14202,88,1,62800
1969,Toyota,SUV,6,14140,44000,1210,55798,38501,1998,1695,3,1,33308,38632,170,1,117800
1970,BMW,Luxury Sedan,2,13670,115000,742,35877,79223,1598,1405,8,1,34648,30508,100,1,46800
1971,BMW,Luxury Sedan,9,8540,95869,1796,49389,49716,2497,1650,10,1,45401,45401,150,1,84800
1972,BMW,Stationwagon,3,19050,115000,1210,67089,71300,1997,1735,7,1,54682,65428,180,3,98800
1973,Audi,Luxury Sedan,5,10490,100300,392,39911,48401,999,1280,5,1,24611,16456,85,1,68000
1974,Hyundai,Mid-Sized Sedan,4,8990,77478,738,29667,45002,1591,1292,6,1,12773,12773,97,1,47800
1975,Mercedes-Benz,Luxury Sedan,9,14920,4235,684,65705,37690,1497,1505,1,1,34165,39831,95,1,161800
1976,Toyota,MPV,9,8410,99155,1638,49553,49716,2362,1800,10,1,41331,41331,125,1,83800
1977,McLaren,Sports Car,1,227860,37000,3634,162089,83000,3798,1514,9,1,278169,278169,441,1,388800
1978,Skoda,Mid-Sized Sedan,8,13570,22000,1194,56819,39700,1984,1577,2,1,27674,30744,180,1,130800
1979,Mercedes-Benz,SUV,7,21490,34500,1202,71836,31302,1991,1760,3,1,51095,63971,155,1,195800
1980,Mercedes-Benz,Luxury Sedan,8,8390,154807,1169,31559,37941,1796,1650,12,1,53009,53009,150,1,69800
1981,Nissan,Mid-Sized Sedan,8,8370,46449,742,34297,27000,1598,1205,2,1,16713,16713,85,1,75800
1982,Jaguar,Luxury Sedan,7,13820,22280,1210,49430,33900,1998,1679,3,1,30005,34007,147,1,114518
1983,Kia,Hatchback,2,5410,200000,575,7478,16170,1086,872,13,1,8230,5342,47,3,12500
1984,Mercedes-Benz,Luxury Sedan,7,14280,33671,740,51561,38001,1595,1430,3,1,29059,32683,90,1,118000
1985,Nissan,Hatchback,8,7840,50000,508,30576,32725,1198,1048,2,1,13467,5000,58,1,66800
1986,Volvo,SUV,9,14930,898,1176,70182,62000,1969,1695,1,1,28316,31643,140,1,165000
1987,Mercedes-Benz,Luxury Sedan,5,21250,80000,1202,86447,46229,1991,1615,5,1,59945,79901,155,2,161888
1988,Mercedes-Benz,Hatchback,7,16720,35000,1202,58687,31101,1991,1455,3,1,38981,46574,165,2,151000
1989,Suzuki,MPV,2,10920,59000,738,27317,72609,1590,1330,9,1,15126,15126,68,2,34988
1990,Honda,Hatchback,3,10970,89553,684,27855,65001,1498,1046,6,1,15374,5374,96,1,43800
1991,Toyota,SUV,6,13310,65000,1210,57741,42322,1998,1695,3,1,33308,38632,170,3,109800
1992,Volkswagen,Luxury Sedan,8,9120,164000,1433,31579,37941,1984,1454,12,1,38125,38125,147,6,75888
1993,Kia,Mid-Sized Sedan,7,8810,39500,738,29533,25000,1591,1287,3,1,13670,13670,93,1,74800
1994,Hyundai,Mid-Sized Sedan,7,8510,33901,738,33803,33798,1591,1345,3,1,12477,12477,93,1,67777
1995,Lexus,Luxury Sedan,5,16340,71800,1792,63576,54000,2494,1615,5,1,36195,42673,135,1,116888
1996,Honda,Hatchback,2,7730,150000,708,7196,12763,1339,1010,12,1,13931,13931,73,2,21800
1997,Mazda,Mid-Sized Sedan,5,8530,116000,682,36495,50101,1496,1310,4,1,14476,9476,88,2,54800
1998,Hyundai,Mid-Sized Sedan,8,9060,21080,738,37655,30009,1591,1345,2,1,18088,18088,93,1,81800
1999,McLaren,Sports Car,7,67430,9500,3636,242403,37620,3799,1495,3,1,173786,284815,419,2,668000
2000,BMW,Luxury Sedan,9,14660,10000,684,66888,38802,1499,1375,1,1,35378,41530,103,1,155800
2001,Mercedes-Benz,Luxury Sedan,6,14900,111523,740,64429,49802,1595,1425,4,1,37239,44135,115,1,115800
2002,Nissan,Hatchback,7,7440,45000,508,27833,34110,1198,1048,3,1,13305,5000,58,2,55000
2003,Toyota,Mid-Sized Sedan,1,8640,156000,958,5467,24100,1497,1095,14,1,12607,13868,80,2,9800
2004,BMW,Luxury Sedan,9,9950,150000,2382,32571,34935,2996,1855,10,1,73747,73747,190,3,92800
2005,Toyota,MPV,8,6910,137000,1438,33044,38071,1987,1380,12,1,22003,22003,106,4,60000
2006,Nissan,Sports Car,9,10820,117021,3821,35954,38216,3696,1565,11,1,55336,55336,245,3,101800
2007,Toyota,SUV,4,13050,75000,1196,43341,46502,1986,1610,6,1,30669,29937,111,2,77800
2008,Audi,SUV,7,12610,52269,624,48169,32302,1395,1355,3,1,28723,32213,110,1,109800
2009,Honda,Mid-Sized Sedan,5,8850,62000,684,38121,50101,1497,1096,5,1,17760,12760,88,2,56800
2010,Volvo,SUV,7,16070,31812,1176,50864,39401,1969,1695,2,1,24876,26827,140,1,138800
2011,Mercedes-Benz,Sports Car,7,43360,28523,3922,193635,31000,3982,1955,3,1,141933,227480,450,1,435800
2012,BMW,Luxury Sedan,9,12970,3800,684,62498,39500,1499,1375,1,1,35546,41765,103,2,143800
2013,Porsche,SUV,6,32830,47500,3322,120384,49899,3598,2115,4,1,82167,119901,220,3,260800
2014,BMW,SUV,9,15050,4497,684,70757,41101,1499,1415,2,1,36006,42409,103,1,163800
2015,Honda,Stationwagon,6,9400,43800,682,33559,38600,1496,1130,3,1,18990,8990,97,2,69800
2016,Kia,Mid-Sized Sedan,2,6820,106354,886,7595,13088,1591,1251,12,1,14114,14114,92,5,19800
2017,Porsche,Sports Car,9,40160,75000,4002,41233,42683,3800,1660,11,1,191059,191059,390,4,388000
2018,Honda,Hatchback,3,7680,133000,708,10270,15287,1339,1060,13,1,18638,18638,73,4,25800
2019,Honda,Hatchback,4,9680,82000,684,30230,45504,1498,1046,5,1,16645,11645,96,1,52800
2020,BMW,Luxury Sedan,5,23660,102000,1210,100910,49000,1998,1720,5,1,72062,101712,190,2,169800
2021,Honda,MPV,1,8510,135000,1369,7856,25925,1799,1350,14,1,18410,19634,103,4,12888
2022,Mercedes-Benz,Luxury Sedan,3,15320,90000,1202,59187,66751,1991,1680,7,1,46713,52399,155,3,83888
2023,Honda,Mid-Sized Sedan,3,11700,116000,742,32242,61899,1598,1225,7,1,19391,19391,92,1,46800
2024,Toyota,MPV,2,8300,146000,1264,7738,16140,1794,1300,13,1,18002,18002,97,3,19888
2025,Volkswagen,Hatchback,7,10500,32568,624,40101,26170,1395,1270,3,1,24820,26748,92,2,93800
2026,Volkswagen,Mid-Sized Sedan,5,9040,88000,620,41974,50889,1390,1417,6,1,17727,17727,90,1,59800
2027,Mercedes-Benz,Hatchback,5,27050,50000,1202,76259,55501,1991,1555,5,1,49827,61758,280,1,176800
2028,Volkswagen,MPV,2,9260,130000,806,7373,14835,1390,1568,13,1,25583,25583,125,3,23000
2029,Cadillac,Luxury Sedan,9,15550,110000,3595,38985,40714,3564,1798,11,1,38986,38986,229,3,148888
2030,Ferrari,Sports Car,6,99880,7600,3796,393750,49000,3902,1565,4,1,284022,483240,493,2,880000
2031,BMW,SUV,9,7890,113300,1208,49662,49716,1995,1455,10,1,30706,30706,110,4,78800
2032,Toyota,MPV,8,15450,15000,1638,62978,41001,2362,1775,2,1,34487,40282,125,1,150000
2033,Mazda,MPV,4,9520,77569,1210,36588,57885,1998,1535,6,1,17533,17533,111,2,48800
2034,BMW,Luxury Sedan,6,16850,72357,1210,65071,49899,1998,1540,4,1,41713,45399,135,1,127800
2035,Lamborghini,Sports Car,3,217370,10888,7856,583827,84100,6498,1690,7,1,492350,858230,530,3,1100888
2036,Audi,SUV,7,17560,50000,1194,63340,31000,1984,1795,3,1,44967,54954,185,1,152800
2037,BMW,Luxury Sedan,1,86030,96000,2362,51373,90501,2979,1750,9,1,74562,74562,235,4,135800
2038,Mercedes-Benz,Luxury Sedan,7,8360,147000,890,22278,27886,1597,1500,12,1,36978,36978,115,4,66800
2039,Volkswagen,Mid-Sized Sedan,3,10010,87800,620,27462,64841,1390,1417,7,1,19152,9152,90,2,37800
2040,BMW,SUV,7,15000,32620,684,57668,32000,1499,1415,3,1,37835,44969,103,2,134800
2041,Honda,Stationwagon,5,10010,50000,682,33412,52503,1496,1130,5,1,18301,8301,97,1,55999
2042,Toyota,MPV,9,6890,98000,976,49662,49716,1798,1360,10,1,21503,21503,106,2,68800
2043,Mitsubishi,Mid-Sized Sedan,4,7710,112319,752,17763,19069,1499,1313,11,1,16898,16898,80,4,35888
2044,Hyundai,Hatchback,7,9380,72000,600,38511,34381,1353,1240,3,1,18304,18304,103,1,76800
2045,Toyota,MPV,6,9980,46000,682,39649,51600,1496,1320,5,1,21025,11435,80,1,65800
2046,Mazda,SUV,5,10240,78000,1210,46799,53001,1998,1265,5,1,21161,21626,115,1,69900
2047,Volkswagen,Hatchback,2,13970,40800,620,33745,77304,1390,1373,8,1,25279,22391,118,2,47900
2048,Porsche,Sports Car,9,18920,59000,3375,30416,32914,3436,1450,11,1,86960,86960,235,3,174800
2049,Audi,Luxury Sedan,3,12850,61000,624,33915,64841,1395,1310,7,1,30408,19572,90,1,51800
2051,Subaru,Mid-Sized Sedan,3,6110,82001,821,9497,14664,1498,1310,13,0,15331,13949,79,3,19800
2052,Honda,SUV,4,10680,72000,682,30342,46009,1496,1190,6,1,20871,11220,96,1,57800
2053,BMW,MPV,7,12620,24200,684,52059,36890,1499,1480,3,1,30479,34671,75,1,106500
2054,Mazda,Mid-Sized Sedan,5,10450,22000,682,37287,45109,1496,1331,4,1,19206,14206,88,2,68800
2055,Mercedes-Benz,Luxury Sedan,3,16060,97322,740,37202,75300,1595,1430,7,1,28620,22068,115,2,59800
2056,BMW,SUV,8,19290,18000,1210,72145,41805,1998,1660,2,1,40968,49356,135,1,186800
2057,Mercedes-Benz,Stationwagon,6,14220,53448,740,51650,45201,1595,1430,4,1,31880,31632,90,2,103688
2058,Toyota,SUV,4,14560,89000,1196,40606,60101,1986,1610,6,1,25800,23120,111,2,72800
2059,Land Rover,SUV,5,16920,53976,1212,71739,56956,1999,1841,5,1,45440,55616,177,1,117800
2060,Honda,SUV,4,10560,69000,682,29379,46667,1496,1190,5,1,20115,10161,96,2,56800
2061,BMW,SUV,3,17590,79000,1210,65131,72201,1997,1720,7,1,49966,61953,180,2,91800
2062,Mercedes-Benz,Luxury Sedan,4,19520,71000,1202,53554,54920,1991,1465,6,1,38153,40415,135,3,110000
2063,Honda,Hatchback,5,10300,85000,684,33107,47020,1498,1046,5,1,16937,11937,96,3,58888
2064,Porsche,Sports Car,8,48300,11600,2364,175738,39700,2981,1505,2,1,120055,188099,283,1,515800
2065,Bentley,Sports Car,1,104350,72000,3940,123576,96101,3993,2295,9,1,192406,192406,373,3,288888
2066,MINI,Sports Car,8,7920,112040,890,24541,29485,1598,1255,12,1,37450,37450,128,4,65888
2067,Volkswagen,Hatchback,1,14830,116888,624,21945,62497,1395,1288,8,1,29096,17735,103,1,37800
2068,Lexus,SUV,6,18840,54837,1210,77622,47002,1998,1890,4,1,50208,62375,175,1,154800
2069,Peugeot,SUV,6,11200,90000,508,39204,44002,1199,1270,4,1,23500,14900,96,1,78800
2070,Honda,Mid-Sized Sedan,6,13130,75888,684,50094,51000,1498,1324,4,1,26334,23868,127,4,94800
2071,BMW,Sports Car,5,12140,103000,3573,29417,52660,2996,1775,15,1,86083,94692,190,3,67800
2072,Toyota,SUV,7,9490,59500,508,38693,23568,1197,1385,3,1,25647,27906,85,1,85499
2073,Mercedes-Benz,SUV,5,32910,47215,2382,120935,50089,2996,2220,5,1,86545,127781,270,1,228800
2074,Toyota,Luxury Sedan,4,11320,57837,1792,47648,49156,2494,1475,5,1,29296,33015,133,1,73000
2075,Bentley,Luxury Sedan,2,104450,6684,8254,379955,79000,6752,2760,7,1,346403,595526,377,1,598800
2076,BMW,Luxury Sedan,1,27930,117000,2362,50013,58090,2979,1520,8,1,55367,71661,225,3,86800
2077,Volkswagen,Mid-Sized Sedan,4,12310,160000,620,36979,56209,1390,1417,6,1,19366,19366,90,1,61000
2078,Volvo,SUV,7,14850,77000,1176,47419,32429,1969,1683,3,1,28426,31797,185,1,123800
2079,BMW,Luxury Sedan,8,20110,10160,1210,82256,37900,1998,1540,2,1,52511,66520,135,1,205000
2080,Honda,Luxury Sedan,2,6990,191000,2116,7756,16140,2354,1550,13,1,32007,32007,133,6,16800
2081,Honda,MPV,4,10450,67000,684,34326,43000,1497,1160,5,1,19669,19669,88,1,59800
2082,BMW,Sports Car,3,21530,127000,2362,56913,67334,2979,1470,7,1,45653,55915,240,3,93800
2083,Mercedes-Benz,Sports Car,1,17460,130000,740,32198,91010,1595,1505,8,1,33757,28757,115,3,45800
2084,Mercedes-Benz,Luxury Sedan,4,14980,100000,740,43608,47604,1595,1430,5,1,29588,28424,115,3,88800
2085,Lexus,Luxury Sedan,5,14430,105000,1210,62630,53001,1998,1620,5,1,37509,44513,180,3,101888
2086,Honda,Hatchback,6,14680,59000,684,54298,48011,1498,1378,4,0,31642,31299,134,1,112000
2087,Mercedes-Benz,Luxury Sedan,2,30550,118000,1202,59634,75300,1991,1585,8,1,51784,65212,265,4,115800
2088,Honda,SUV,8,9270,15000,682,32794,26667,1496,1190,2,1,23445,14823,96,1,82800
2089,MINI,Hatchback,7,6270,178000,965,19953,26047,1598,1105,12,1,27028,16323,88,6,48000
2090,Toyota,Mid-Sized Sedan,4,10870,78000,742,36715,58700,1598,1205,6,1,17804,17804,90,2,53800
2091,Toyota,Mid-Sized Sedan,1,11730,98000,684,14339,66889,1497,1095,9,1,11077,11077,80,2,20000
2092,Toyota,MPV,7,9090,33000,682,36305,29159,1496,1325,2,1,17506,17506,79,1,81000
2093,Mitsubishi,Mid-Sized Sedan,7,7930,27000,506,28177,33798,1193,940,3,1,13428,5000,59,3,59800
2094,Mercedes-Benz,Luxury Sedan,9,10780,114100,2620,30460,33568,2997,1850,11,1,88066,88066,170,2,97800
2095,Subaru,Mid-Sized Sedan,1,9430,161241,1039,6236,20997,1597,1260,14,0,10034,11038,70,3,14000
2096,Kia,Luxury Sedan,7,16530,61088,1210,53289,33420,1998,1642,3,1,33477,38868,182,2,138888
2097,Mazda,Mid-Sized Sedan,4,10360,66668,682,32070,56001,1496,1321,6,1,15701,10701,88,1,50800
2098,Honda,Hatchback,2,7320,150000,708,8305,13943,1339,1010,13,1,15371,15371,73,3,21800
2099,Mercedes-Benz,Luxury Sedan,8,8930,150000,1071,29981,33568,1796,1615,12,1,44672,44672,135,6,79800
2100,Honda,SUV,4,9960,30000,682,30262,51301,1496,1190,6,1,19238,9238,96,1,50800
2101,Toyota,Mid-Sized Sedan,6,9570,70000,742,43077,46489,1598,1215,5,1,19990,19990,90,1,67800
2102,Mercedes-Benz,Luxury Sedan,3,15790,120000,1202,54846,71300,1991,1655,7,1,42793,46911,135,2,77800
2103,SEAT,SUV,8,9760,29000,392,35169,33009,999,1210,3,1,19404,9404,85,1,87800
2104,BMW,Sports Car,0,72670,142000,2362,42006,67889,2979,1660,10,1,75605,75605,235,2,82800
2105,Toyota,MPV,5,10640,70000,682,36160,55200,1496,1320,5,1,20347,10486,80,2,59800
2106,Mercedes-Benz,Luxury Sedan,2,17510,82363,1202,53569,84100,1991,1655,8,1,43296,47615,135,2,75900
2107,Honda,MPV,8,14710,20800,1630,58170,38602,2356,1776,2,1,30515,34721,129,1,139800
2108,Toyota,MPV,6,8060,228000,2293,32734,54088,2362,1710,14,1,29013,31915,125,2,48800
2109,Mercedes-Benz,Luxury Sedan,8,13470,31000,586,61050,37900,1332,1385,2,1,32746,37845,120,1,135000
2110,Honda,Mid-Sized Sedan,2,8600,114000,962,7993,18583,1595,1220,13,1,18890,18890,92,4,18500
2111,BMW,Sports Car,8,49340,4000,4568,161049,32801,4395,1995,2,1,113549,176389,390,1,520800
2112,Subaru,SUV,4,11290,99000,1208,36084,62140,1995,1566,6,1,13948,13948,110,1,54800
2113,Toyota,Mid-Sized Sedan,2,7490,142909,889,7276,15142,1497,1095,13,1,11834,11834,80,2,17999
2114,Mercedes-Benz,Luxury Sedan,0,35340,140269,3164,47737,78189,3498,1735,10,1,82322,82322,225,2,70888
2115,Mazda,Hatchback,4,10110,93000,682,32975,51301,1496,1324,6,1,18033,13033,88,2,53515
2116,Mazda,SUV,5,11850,50000,1210,51808,56002,1998,1528,5,1,27184,30058,121,1,77000
2117,Honda,Mid-Sized Sedan,3,8290,188000,888,9565,14743,1595,1220,13,1,25281,25281,92,4,26888
2118,Honda,Mid-Sized Sedan,5,10930,67000,742,46453,52000,1597,1249,4,1,20403,20565,92,2,75515
2119,Mitsubishi,Mid-Sized Sedan,5,7310,59100,506,32622,51507,1193,940,5,1,13630,5000,57,3,43500
2120,Audi,Luxury Sedan,6,16910,48000,1194,63646,51000,1984,1535,4,1,39560,42384,140,1,126800
